0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.141592653589793116e+00,0.000000000000000000e+00,9.679703588767540356e-17
1.000000000000000021e-02,-1.741436349100179009e-05,-5.186264752384275867e-03,3.141627478874304824e+00,1.037081379163942545e-02,-1.022098462861926960e+00
2.000000000000000042e-02,-1.362966254778065359e-04,-2.014519054049799390e-02,3.141865138402665458e+00,4.026340999892485950e-02,-1.955163310496010665e+00
2.999999999999999889e-02,-4.499848268812964595e-04,-4.400537430913848552e-02,3.142491812123938466e+00,8.787661730135110094e-02,-2.802981162180294916e+00
4.000000000000000083e-02,-1.043292308030550853e-03,-7.593327919519798908e-02,3.143675871097683761e+00,1.514501677448049921e-01,-3.569338637192823516e+00
5.000000000000000278e-02,-1.992886371587474035e-03,-1.151332345283491987e-01,3.145568299236160215e+00,2.292680369771921134e-01,-4.258022354811639154e+00
5.999999999999999778e-02,-3.367666944474597118e-03,-1.608474358310452157e-01,3.148303157646753725e+00,3.196615462596151813e-01,-4.872818934314786965e+00
7.000000000000000666e-02,-5.229145239802886029e-03,-2.123559448185195209e-01,3.151998065430109186e+00,4.210122126853734770e-01,-5.417514994980311194e+00
8.000000000000000167e-02,-7.631822418799539230e-03,-2.689766893987861063e-01,3.156754718715009567e+00,5.317543501918889914e-01,-5.895897156086252977e+00
8.999999999999999667e-02,-1.062356825273580614e-02,-3.300654636726393920e-01,3.162659434665567648e+00,6.503772476589956275e-01,-6.311752036910657004e+00
1.000000000000000056e-01,-1.424599927464349595e-02,-3.950158474596257574e-01,3.169783697444848780e+00,7.754272562424302517e-01,-6.668866256731568853e+00
1.100000000000000006e-01,-1.853485111740312691e-02,-4.632582088586026381e-01,3.178184750290104166e+00,9.055074039071038250e-01,-6.970863334781146392e+00
1.199999999999999956e-01,-2.352034600119316116e-02,-5.342581728441581079e-01,3.187906138214596119e+00,1.039276429492040243e+00,-7.220714390108010861e+00
1.300000000000000044e-01,-2.922750074399147607e-02,-6.075078859830662648e-01,3.198978217937051838e+00,1.175432857413973631e+00,-7.421227441714900230e+00
1.400000000000000133e-01,-3.567639627964279414e-02,-6.825278495771645026e-01,3.211418555181192680e+00,1.312720766153689489e+00,-7.575210508604551585e+00
1.499999999999999944e-01,-4.288245008600586466e-02,-7.588665273080176243e-01,3.225232371883955285e+00,1.449931110513838606e+00,-7.685471609779701119e+00
1.600000000000000033e-01,-5.085670946155109590e-02,-8.361009041698207467e-01,3.240413053300351898e+00,1.585905268721722772e+00,-7.754818764243086804e+00
1.700000000000000122e-01,-5.960613309096134127e-02,-9.138358828778634368e-01,3.256942658082451203e+00,1.719536687046140822e+00,-7.786059990997446612e+00
1.799999999999999933e-01,-6.913386871377188991e-02,-9.917044442940823323e-01,3.274792460493893831e+00,1.849774366024900640e+00,-7.782003309045515849e+00
1.900000000000000022e-01,-7.943953418468499561e-02,-1.069367643905347220e+00,3.293923498548585904e+00,1.975626061462710581e+00,-7.745456737390032487e+00
2.000000000000000111e-01,-9.051949819993129753e-02,-1.146514577073267871e+00,3.314287231117222454e+00,2.096162589025799328e+00,-7.679228295033734497e+00
2.099999999999999922e-01,-1.023671543715694160e-01,-1.222861270121580191e+00,3.335826096923817374e+00,2.210518964671935649e+00,-7.585834867247419844e+00
2.200000000000000011e-01,-1.149731603153075488e-01,-1.298143438497879609e+00,3.358474239226064473e+00,2.317885217131914199e+00,-7.466628804374136230e+00
2.300000000000000100e-01,-1.283256128179904032e-01,-1.372110892191500175e+00,3.382157920761646785e+00,2.417499762559229382e+00,-7.322671323024991352e+00
2.399999999999999911e-01,-1.424101566315438272e-01,-1.444518957489068001e+00,3.406795959684024933e+00,2.508637833748204482e+00,-7.155023639811094682e+00
2.500000000000000000e-01,-1.572100226904688536e-01,-1.515136408480670216e+00,3.432300202655745203e+00,2.590632156139593967e+00,-6.964746971343553028e+00
2.600000000000000089e-01,-1.727061715611660775e-01,-1.583742186975502841e+00,3.458576078535436693e+00,2.662871506372737063e+00,-6.752902534233477638e+00
2.700000000000000178e-01,-1.888774150396669849e-01,-1.650126103991901960e+00,3.485523207045453820e+00,2.724807086643917131e+00,-6.520551545091975321e+00
2.800000000000000266e-01,-2.057005654991551080e-01,-1.714088400090647113e+00,3.513036166001580973e+00,2.775956071868760144e+00,-6.268755220530155547e+00
2.899999999999999800e-01,-2.231504851398326550e-01,-1.775439927800239737e+00,3.541005037020658719e+00,2.815905697058710189e+00,-5.998574777159128679e+00
2.999999999999999889e-01,-2.412001269115833235e-01,-1.834002151369912514e+00,3.569315987450963235e+00,2.844316527967818864e+00,-5.711071431589989089e+00
3.099999999999999978e-01,-2.598206882532596018e-01,-1.889605865097409021e+00,3.597852094356790431e+00,2.860922798125786759e+00,-5.407153535029990188e+00
3.200000000000000067e-01,-2.789817898794166307e-01,-1.942088287090523169e+00,3.626494357495276155e+00,2.865527202073610002e+00,-5.087117977070842123e+00
3.300000000000000155e-01,-2.986514792292191411e-01,-1.991292536855570061e+00,3.655122142779332783e+00,2.858003737417263768e+00,-4.751108781900386546e+00
